,text,pred,rob_label,score
1577,"30 Million Americans have voted, Florida shatters record. Here's Prof. Michael McDonald, dean of early voting, with me, click below.  @foxnews #fox #foxnews #politics #florida @foxnewspolitics @ElectProject #EarlyVoting #MailInBallots #Elections2020 @realDonaldTrump @JoeBiden https://t.co/322zduLm3W",1,POSITIVE,0.99762046
1578,"Ballot drop box in LA County set on fire, prompting arson probe:  https://t.co/acLrg5EsmC #FoxNews @foxnews #fox #politics #BallotHarvesting #Election2020 @realDonaldTrump #DonaldTrump @JoeBiden #JoeBiden @CAYoungDems @CAGOP @FOXNEWSPOLITICS",0,NEGATIVE,0.99842066
1579,https://t.co/Ml1twDpN4Y @foxnews #foxnews #fox #Election2020 #voting #BallotHarvesting #ballots #California @realDonaldTrump @joebiden #DonaldTrump #JoeBiden @CAGOP @CA_DEM @RodneyDavis @TulsiGabbard #politics @foxnewspolitics,0,NEGATIVE,0.9936678
1580,Eric Shawn: Michigan may take until Nov. 6 to know who wins the election |  https://t.co/NbisefcAxM @FoxNews #foxnews @foxnewspolitics #Michigan #Elections2020 #Election2020 #MailInBallot #AbsenteeBallots #Trump #BidenHarris @realDonaldTrump @JoeBiden,0,NEGATIVE,0.99336976
1581,"Eric Shawn: Michigan may take until Nov. 6 to know who wins the election, watch:  https://t.co/Ej16BE635t via @YahooNews @foxnews #foxnews #Elections2020 #Michigan #BidenHarris #Trump @foxnewspolitics @realDonaldTrump @JoeBiden @JocelynBenson #politics",0,NEGATIVE,0.9768805
1582,Democrats outflank Republicans in key state mail-in ballots: https://t.co/NdAqchsOrZ. @foxews #foxnews #politics #Election2020 #election #Democrat #republicans @ElectProject @foxnewspolitics #joebiden2020 #donaldtrump2020,1,POSITIVE,0.99590445
1583,"Rocco, our producer, is fired up! We are on the air now @FoxNews. #FoxNews https://t.co/Ye3PWkqI0f",1,POSITIVE,0.9984247
1584,"At 12 Noon EST: Michael McDonald of @ElectProject joins me to break down the mail-in vote numbers so far, and then a #Michigan Secretary of State official on mail-in voting in that key battleground state. @foxnews #foxnews #mailinvoting #Elections2020 #politics @foxnewspolitics https://t.co/NG4frbQ4eX",1,POSITIVE,0.9954317
1585,https://t.co/WrNNIuWvC4 @foxnews #foxnews #fox #California #BallotHarvesting #BallotBox #election #Elections2020 #Democrat #Republicans #VoterSuppression #politics @CAGOP @CA_Dem @DNCWarRoom @RNCResearch @JoeBiden @realDonaldTrump #JoeBiden #DonaldJTrump #joe,0,NEGATIVE,0.99622726
1586,https://t.co/dhirKXU59Z @foxnews #foxnews #fox #election #Elections2020 #VoterSuppression #VoterFraud #Ohio @FrankLaRose @GUPolitics @Georgetown #politics #Ballots #Democrat #Republicans @DNC @GOP @realDonaldTrump @JoeBiden,0,NEGATIVE,0.99699134
1587,"""Voter fraud is exceedingly rare"" says #Ohio Secretary of State, Republican Frank LaRose. Watch: https://t.co/nM5GPwuu4I. @foxnews #foxnews #fox #Elections2020 #politics #voterfraud #VoterSuppression @realDonaldTrump @joebiden @FrankLaRose @OHDems #Republicans #Democrats @ohiogop",1,POSITIVE,0.966207
1588,Kudos to @wolfblitzer for asking the important question about a possible covid stimulus deal &amp; then calmly following up.  @SpeakerPelosi if you would like to continue the discussion on @SpecialReport we’d love to have you- we ask frequently. https://t.co/tx06LtNBwT,1,POSITIVE,0.99871904
1589,Thank you @foxnews #fox #foxnews viewers! -Eric https://t.co/m3LYbxWzGF,1,POSITIVE,0.9984364
1590,Watch #GenovaBurns Chairman &amp; Managing Partner #AngeloJGenovaEsq. interview with @FoxNews @EricShawnTV: Previewing Judge #AmyConeyBarrett's #Senate confirmation hearings | #abortion #SCOTUS #healthcare - Click the following link for full interview https://t.co/5tGDWcdKDT https://t.co/8sJ8DWhYqb,1,POSITIVE,0.9950951
1591,https://t.co/9FvZrqWy4h What to expect at 9 am when the gavel bangs. @foxnews #fox @foxnewspolitics #foxnews #SupremeCourt #AmyConeyBarrett #LindseyGraham #KamalaHarris @realDonaldTrump #DonaldTrump @JoeBiden #JoeBiden #politics #media #Senate @senjudiciary @GOPChairwoman @DNC,0,NEGATIVE,0.9936745
1592,https://t.co/6QTsF47hpQ @foxnews #foxnews #fox #Supremecourt #AmyConeyBarrett #AmyConeyBarrettSCOTUS #senate #SCOTUS @realDonaldTrump @joebiden #democrats #republicans #abortionrights #righttolife #Obamacare #antoninscalia #RuthBaderGinsburg @foxnewspolitics,0,NEGATIVE,0.98432404
1593,I’ll be on @FoxNews With @EricShawnTV talking Pres. Trump’s return this week to the campaign trail at 4:40 EST. Tune in for the conversation!,1,POSITIVE,0.99860203
1594,Coronavirus surge in the Great Plains:  https://t.co/dNB3VD6V4M. @foxnews #foxnews #fox #COVID_0_19 #COVID19 #coronavirus #NorthDakota @DougBurgum @minotdailynews #CovidCaughtTrump @CityofMinot #mask #southdakota #maskupbismark #teamminot @TeamMinot,0,NEGATIVE,0.99169314
1595,https://t.co/p1lt49HT2d @foxnews #foxnews #fox #Election2020 #Voting #MailInBallots #AbsenteeBallot #ElectionSecurity #democracy #Democrat #Republican @realdonaldtrump @joebiden #Trump #Biden #media @terrymadonna #Pennsylvania #ProtectDemocracy,0,NEGATIVE,0.55002
1596,Should the US sell our most advanced warplane to the UAE? Qatar wants it too: https://t.co/TVrpmFRgqx. @foxnews #foxnews #fox #f35 #uae #qatar @SenateForeign @SenatorRisch @SenatorMenendez #AirForce  @realDonaldTrump @JoeBiden #DonaldTrump  #VPDebate #PenceHarrisDebate #Politics,0,NEGATIVE,0.9810421
1597,States want to start counting ballots NOW:  https://t.co/Zb80H6oPql. @foxnews #fox #foxnews #AbsenteeVoting #MailInBallots #election #Election2020 @realDonaldTrump @JoeBiden #DonaldTrump #JoeBiden #KamalaHarris #MikePence #Politics #VoteReady  #BallotHarvesting #VPDebate2020,1,POSITIVE,0.9843241
1598,"RIP Betty Dewing. A treasured NYC journalist and columnist whom I was honored to know for years. From my days at Our Town to Fox News, she continued to send me her opinions to mold a gentler world:  https://t.co/ryX1o0WAwe. @foxnews #foxnews @OurTownNYC #NYC #journalism #media",1,POSITIVE,0.9903874
1599,#Ballot news:  https://t.co/3Xes9z5I0s The @HoustonChron calls @GovAbbott policy #VoterSupression. Ohio opening more sites. #votebymail @voteathome #texas #Ohio #Voting #VotingRights #Election2020 #MailInBallots #absentee #MichiganPurgeList #michigan #foxnews #fox #democracy,0,NEGATIVE,0.98246765
1600,"1 county, 1 place to drop off your vote: https://t.co/9xo86tuCao. @foxnews #foxnews #fox #Texas #voting #BallotHarvesting #ballots #politics @realDonaldTrump @JoeBiden @TXsecofstate @GregAbbott_TX @tedcruz @JohnCornyn  #VoterSuppression #Election2020 @Leagueofwomenv1 @voteathome",0,NEGATIVE,0.99334955
1601,Eric Shawn: They may count the presidential vote…for days |  https://t.co/nBCj9XBM6O @voteathome @WSJ #voting #wsj #fox @FoxNews @foxnewspolitics #VOTE,0,NEGATIVE,0.99498504
1602,"You likely won't know who wins the Presidential election for days. Watch: https://t.co/bZ1waRKatS.
@foxnews #foxnews #fox @EACgov #Election2020 #ElectionDay #VOTE @realDonaldTrump @JoeBiden @DNC @GOP #President #PresidentTrump #Democrats #Republicans #ElectionIntegrity @politico",1,POSITIVE,0.9743079
1603,https://t.co/HGYoIXJFVp. @foxnews #foxnews #fox #TrumpCovid #TrumpCovid19 #donaldtrump #CoronavirusOutbreak #CovidCaughtTrump @WSJ @WSJopinion @johncbussey #WalterReedMedicalCenter #SeanConley,0,NEGATIVE,0.99515605
1604,In this @foxnews television interview with @EricShawnTV I discuss how there are critical periods in the course of #COVID19 infection where severity can intensify https://t.co/JoZohAGoAr,1,POSITIVE,0.9966099
1605,"What's next: #Trump #Biden race. 
Watch: https://t.co/Cqy2eWZILv. @foxnews #foxnews #fox @realDonaldTrump #donaldtrumphasCOVID #Trump2020 #Biden2020 #BidenHarris2020 #politics #Election2020 #coronavirus #COVID19 @anitakumar01 @politico @JoeBiden @foxnewspolitics #TrumpHasCovid",0,NEGATIVE,0.9916359
1606,Eric Shawn: What Judge Amy Coney Barrett will face at the hearings: https://t.co/h8l5eF73Zc @FoxNews #FoxNews #AmyConeyBarrettSCOTUS #AmyComeyBarrett #SupremeCourt #politics #Election2020 #Senate @realDonaldTrump @JoeBiden @greggnunziata,0,NEGATIVE,0.991424
1607,Mail-in voting news https://t.co/dW3eNIxMYL @foxnews #foxnews #fox #MailInVoting #MailInBallots #absenteeballot #AbsenteeVoting #ElectionDay #VoteReady #voting @DeeleyforPhilly @AMBichotte @MikeBloomberg @realDonaldTrump @JoeBiden @foxnewspolitics #GOP #Dems @BretBaier #politics,1,POSITIVE,0.9356005
1608,"Thank you...yet...again, all you loyal Fox News viewers for choosing us on Sundays! (and other days too.) -Eric @foxnews #foxnews #fox #media #journalism #news #TV https://t.co/9Eq9GvOHHv",1,POSITIVE,0.9985582
1609,Eric Shawn: President Trump slams China at the UN https://t.co/h3h6i0ZD2j @foxnation @FoxNews #foxnews #UNGA #COVID19 #Trump @realDonaldTrump #ChinaVirus #coronavirus @WhiteHouse @USUN @USAmbUN,0,NEGATIVE,0.99772686
1610,"As her producer, I saw this, hated it, debated what to do, panicked, DIDN’T WANT TO TOUCH IT MYSELF, and then ultimately did not tell her. 🙈 Shoutout to photog Mike Fagan for bravely flicking it off @JacquiHeinrich’s shoulder once she was off the air. https://t.co/Z2LLPcgAul",0,NEGATIVE,0.9983049
1611,"The U.S., U.K., and diplomacy with Iran. Watch: https://t.co/MWCfEd9lcg
@foxnews #foxnews #fox @un @USUN @UKUN_NewYork @10DowningStreet @KarenPierceUK @un #un #Britain #iran #sanctions @USAmbUK @UKinUSA @BorisJohnson @WhiteHouse @realDonaldTrump @StateDept @SecPompeo",1,POSITIVE,0.98623466
1612,"After Ginsburg, watch:  https://t.co/KNSQTRpv8R @foxnews #foxnews #fox @fox 
@realDonaldTrump #DonaldTrump #TrumpRally #RuthBaderGinsburg #SupremeCourtJustice #Ginsburg #amyconeybarrett @foxnewspolitics #SupremeCourt @RealClearNews #BarbaraLagoa #RuthGinsburg @phillipwegmann",1,POSITIVE,0.99428505
1613,Justice Ruth Bader Ginsburg’s advocacy for equal rights inspired generations of Hoyas. Our community has been honored by her visits to campus where she shared her wisdom and experience with students. https://t.co/XIIYLbp4yl,1,POSITIVE,0.99864596
1614,"Remembering the Honorable Ruth Bader Ginsburg, one of the most revered and influential justices in the history of the U.S. Supreme Court.

From her Kumpuris Lecture in September 2019: https://t.co/uXd82wG64J https://t.co/zdrliRjXot",1,POSITIVE,0.99768746
1615,"I'm very sad to hear about the passing of my parents' good friend, and my father's wonderful colleague, Justice Ginsburg. May her memory be a blessing. I'd like to share a couple of passages that convey what she meant to my dad.../3",1,POSITIVE,0.9853016
1616,Justice Ginsburg was more than a seat on the Supreme Court. Tweet accordingly.,1,POSITIVE,0.99859875
1617,I have no words but to share the beautiful collective love at the Supreme Court tonight. https://t.co/P4elrRstnk,1,POSITIVE,0.9987255
1618,🤝 ❤️ #RIP https://t.co/2Faba2ZGCL,1,POSITIVE,0.9979533
1619,"Throughout her life and career, Justice Ruth Bader Ginsburg was a champion for women’s rights and equality.

When President Bill Clinton nominated her for the Supreme Court, he called Ginsburg “the Thurgood Marshall of gender equality law” https://t.co/5fQwhVyXCS https://t.co/PMUWhfCBGS",1,POSITIVE,0.9980089
1620,"Justice Ginsberg was truly an icon, garnering respect from Americans on both sides of the aisle. As we join the rest of the nation to mourn her passing, we look at her historic life &amp; career as a reminder to always work for a future where more people can make their voices heard. https://t.co/BDsNdr9sye",1,POSITIVE,0.99634117
1621,Ruth Bader Ginsburg (1933-2020) now belongs to the ages: https://t.co/WrE4Iy5llq,1,POSITIVE,0.99449474
1622,"The Nation has lost an iconic American trailblazer, Supreme Court Justice Ruth Bader Ginsburg. #RIPRGB #ripruthbaderginsberg #RuthBaderGinsberg We will continue our live coverage this weekend @FoxNews. #foxnews #fox",0,NEGATIVE,0.9873421
1623,Thank you yet again @Foxnews viewers! https://t.co/WP3ld6vity,1,POSITIVE,0.9984726
1624,Trump targets illicit Iran trade ahead of Israel-Gulf nations White House meeting https://t.co/MRBGMSZ4CQ #FoxNews #TuesdayMorning #Israel #trump @FoxNews #UAEIsrael #BahrainIsrael #netanyahu @USUN @USAmbUN @SecPompeo @StateDept #iran @ICHRI @iran_policy @foxandfriends,0,NEGATIVE,0.996228
1625,https://t.co/k4Gs1LPoGi.  @foxnews #foxnews @WhiteHouse  @StateDept #Netanyahu #Israel #UAE #BahrainIsrael #Bahrain #ForeignAffairs @ForeignPolicy @CFR_org @POTUS @realDonaldTrump #Trump @SecPompeo #JaredKushner #Peace #Gulf @ForeignAffairs,0,NEGATIVE,0.66058844
1626,https://t.co/8Ur0819pBB .@FoxNews #foxnews #uae #bahrain #israel #MiddleEast @whitehosue @StateDept @un @USUN @USAmbUN #trump #PresidentTrump #Netanyahu @IsraeliPM,0,NEGATIVE,0.986777
1627,Trump targets illicit Iran trade ahead of Israel-Gulf nations White House meeting: https://t.co/MRBGMSZ4CQ. #FoxNews @foxnews #fox #MiddleEast #UAE #Israel #Bahrain #Iran @USAmbUN @realDonaldTrump @StateDept @WhiteHouse #F35 @JoelMartinRubin @SecPompeo #JaredKushner @GCC,0,NEGATIVE,0.99548703
1628,Eric Shawn: Another police ambush impacts the presidential campaign: https://t.co/hsj31m9SHM @foxnews #fox #foxnews #police #PoliceShooting @realDonaldTrump @JoeBiden @LAPDHQ #LawEnforcement @LASDHQ @GLFOP @NatPoliceAssoc @TheIACP @NYCPBA #trump #Biden #Election2020 #politics,0,NEGATIVE,0.9963848
1629,"Same here, Dan! And we all need to safeguard our democracy. #FoxNews #fox #Foxnews @danielhoffmanDC #democracy #voting #ElectionInterference @foxnewspolitics https://t.co/q7nawoNpnF",1,POSITIVE,0.991467
1630,9/11 and Coronavirus. Help the survivors: https://t.co/00jeCkXtoG. @foxnews #foxnews #fox #coronavirus #CoronavirusPandemic #COVID19 #COVIDー19  #September11 #September11th #WorldTradeCenter @WTCHealthPrgm @Sept11Memorial #911Museum #Honor911 #JonStewart #NYC @BaraschMcGarry,1,POSITIVE,0.9721266
1631,@foxnews #foxnews #fox #news #journalism #media https://t.co/22XTMp356V,0,NEGATIVE,0.98917174
1632,NEVER FORGET.  My report today from #GroundZero: https://t.co/gly04GMuyk @FoxNews @foxnation #FoxNews #fox #September11 #Sept11 @Sept11Memorial @Tunnel2Towers @realDonaldTrump @JoeBiden @Mike_Pence,1,POSITIVE,0.9843769
1633,NEVER FORGET.,1,POSITIVE,0.9963627
1634,"Thank you loyal @foxnews viewers, for spending part of your Sunday with us. #foxnews #fox #ratings #media #journalism #news https://t.co/a74o1H6UUQ",1,POSITIVE,0.9986464
1635,"As I told @EricShawnTV, I'll feel comfortable getting a vaccination if it goes through the full CDC and FDA processes and is approved based on clear and transparent data. https://t.co/6k16JKmtpH",1,POSITIVE,0.9983718
1636,"#LaborDay honors the American worker. Catch  our
series “Riddle: The Search For James R. Hoffa,” about the labor icon, now streaming on @foxnation!  #LaborDay2020 #LaborMovement  #Teamsters @Teamsters @AFLCIO @SEIU #fox #foxnews @foxnews  @realDonaldTrump #Trump @JoeBiden #Biden",1,POSITIVE,0.9985933
1637,Eric Shawn: Would you take a COVID-19 vaccine...in November? Watch: https://t.co/f8H0dPKWQP via @YahooNews @foxnews #fox #foxnews #COVID19 #coronavirus #vaccine @cdc #CDC #FDA @US_FDA @DrTomFrieden #Health,1,POSITIVE,0.98778254
1638,Eric Shawn: Pres. Trump and Joe Biden... chasing each other |  https://t.co/9EOVLgjbpw @foxnews #foxnews #fox #politics #Election2020 @foxnewspolitics #Biden2020 #Trump2020 #JoeBiden #DonaldTrump #Pennsylvania #Michigan #Democrats #Republicans @nationaljournal @HotlineJosh,0,NEGATIVE,0.99579734
1639,"Pennsylvania and Michigan, get ready for Pres. Trump and Joe Biden this week. Who will voters trust? Watch:
 https://t.co/gujUniXRQK. @foxnews #foxnews #fox @foxnewspolitics @HotlineJosh @nationaljournal @realDonaldTrump @JoeBiden #JoeBiden #PresidentTrump #DonaldTrump #Biden",1,POSITIVE,0.99555886
1640,This is bullshit. Jen plays it straight and always has. https://t.co/9IMvktZuYx,1,POSITIVE,0.98746705
1641,Our original story on saving #StarsandStripes! ⁦@FoxNews⁩ #FoxNews #fox #Military #army #marines #AirForce #navy ⁦@starsandstripes⁩ #troops #servicemembers ⁦@USArmy⁩ ⁦@USMC⁩ ⁦@usairforce⁩ ⁦@USNavy⁩  https://t.co/Eh8LdpwKYC,1,POSITIVE,0.9955232
1642,Our original story on saving #StarsandStripes! ⁦@FoxNews⁩ #FoxNews #fox #Military #army #marines #AirForce #navy ⁦@starsandstripes⁩ #troops #servicemembers ⁦@USArmy⁩ ⁦@USMC⁩ ⁦@usairforce⁩ ⁦@USNavy⁩  https://t.co/Eh8LdpwKYC,1,POSITIVE,0.9955232
1643,Our original story on saving #StarsandStripes! ⁦@FoxNews⁩ #FoxNews #fox #Military #army #marines #AirForce #navy ⁦@starsandstripes⁩ #troops #servicemembers ⁦@USArmy⁩ ⁦@USMC⁩ ⁦@usairforce⁩ ⁦@USNavy⁩  https://t.co/Eh8LdpwKYC,1,POSITIVE,0.9955232
1644,Our original story on saving #StarsandStripes! ⁦@FoxNews⁩ #FoxNews #fox #Military #army #marines #AirForce #navy ⁦@starsandstripes⁩ #troops #servicemembers ⁦@USArmy⁩ ⁦@USMC⁩ ⁦@usairforce⁩ ⁦@USNavy⁩  https://t.co/Eh8LdpwKYC,1,POSITIVE,0.9955232
1645,"Happy July 4th! Efforts to save @starsandstripes from budget cuts, watch: https://t.co/v3t3Pr7aVX. @foxnews #fox #foxnews @starsandstripes @JohnBoozman @RepMichaelWaltz @realDonaldTrump @DeptofDefense #Military #MilitaryWives #ARMY #AirForce #Navy #USAF #USNavy #USMC #July4th",1,POSITIVE,0.99857354
1646,"Happy July 4th! Efforts to save @starsandstripes from budget cuts, watch: https://t.co/v3t3Pr7aVX. @foxnews #fox #foxnews @starsandstripes @JohnBoozman @RepMichaelWaltz @realDonaldTrump @DeptofDefense #Military #MilitaryWives #ARMY #AirForce #Navy #USAF #USNavy #USMC #July4th",1,POSITIVE,0.99857354
1647,Only one ... ever. https://t.co/rhA75CKTEL,1,POSITIVE,0.9911932
1648,"Tom Seaver, greatest Met ever, dead at 75 https://t.co/0Xn1gqWDsW via @nypostsports RIP",0,NEGATIVE,0.9858889
1649,@GUAlumni @GeorgetownHoyas @GeorgetownColl @Georgetown #HoyaSaxa https://t.co/wTnP8IyOZz,1,POSITIVE,0.9964408
1650,"""
Watch our series now, in 3 months you will want to know the story: “Riddle: The Search for James R. Hoffa"" Season 3 • Official Trailer https://t.co/k4BWpFpzOl via @YouTube @FoxNews @foxnation #fox #foxnews #foxnation #streaming #FBI @FBI @TheJusticeDept #DOJ #crime @Teamsters",1,POSITIVE,0.997741
1651,COVID vaccine could be approved before trials finish |  https://t.co/YfRnGNoO4M @FoxNews #foxnews #fox #CoronavirusPandemic #COVIDー19 #vaccines #CoronavirusVaccine #coronavirus #CDC #FDA @US_FDA,0,NEGATIVE,0.98459
1652,Jeff Mason on what to expect from president debates between Donald Trump and Joe Biden |  https://t.co/MSwXT0ezhx.  @FoxNews @realDonaldTrump #trump #biden @JoeBiden #Debates2020 #Election2020 #Democrat #Republican @foxnewspolitics @jeffmason1 @Reuters @WhiteHouse @TrumpWarRoom,1,POSITIVE,0.9888276
1653,They voted for Pres. Obama...twice. Then went for Trump. What will they do in November? Watch:  https://t.co/vF9uiPtwZc. @foxnews #fox #foxnews #Election2020 @realDonaldTrump #DonaldTrump @RepLeeZeldin @leezeldin #RepublicanConvention #Democrat #Republicans @foxnewspolitics,0,NEGATIVE,0.9920941
1654,"Wow, is this detailed! And here’s my shameless plug for my Fox Nation series: “RIDDLE: THE SEARCH FOR JAMES R. HOFFA,” 3 episodes now streaming on @FoxNation. Watch them and if you got a problem, DM me. Hats off to Ed! @foxnews #fox #foxnews #crime #Mafia @TheIrishmanFilm https://t.co/JsM4aIaVaE",1,POSITIVE,0.9985517
1655,"Putin opponents and the poisonings, watch my interview with activist Garry Kasparov: https://t.co/l8qBujasMX @Foxnews #Foxews #fox #AlexeiNavalny #Navalny #kasparov @Kasparov63 @HRF @dallasnews #Russia @realDonaldTrump #democracy #Poissons #Poisoning #Putin",0,NEGATIVE,0.9855716
1656,"Vote in person, by mail...or ballot box? Watch:  https://t.co/5ivvovId7a.  @foxnews #foxnews #fox #foxbusiness #vote #MailInVoting #USPS #USPSisEssential #MailInBallots #Election2020 @bradhoylman @USPS @realDonaldTrump @ManhattanDems @Manhattan_GOP @DNC @gop @TrumpWarRoom #NYC",1,POSITIVE,0.99478865
1657,Thank you loyal Fox News viewers for spending some of your weekend with us! @FoxNews #FoxNews #fox #media #cable #Ratings #journalism #news https://t.co/Rs6TWj4NdZ,1,POSITIVE,0.9985987
1658,"Voting by ballot box: Dems want it, Pres. Trump slams it. Watch: https://t.co/KgZ1tPTu2F. @foxnews #foxnews #fox #voting #VotingByMail @rickhasen @bradhoylman @realDonaldTrump #DemocraticConvention #republicans #DNC2020 @BrennanCenter @letamericavote @voteathome @protectvotes",0,NEGATIVE,0.9969295
1659,"From my interview with Prime Minister Netanyahu. A new paradigm for the Middle East, pointed at Iran. @foxnews #foxnews #fox #UAE_Israel #Qatar #Bahrain #kuwait #SaudiArabia #Oman #IsraelUAE #ISRAELUAEPEACEDEAL #israel #Netanyahu @realDonaldTrump #trump @StateDept @un #UN #UNSC https://t.co/ajf6YjRxS5",1,POSITIVE,0.99565816
1660,"A Middle East breakthrough and pointed message to Iran. My interview with Israeli P.M. Benjamin Netanyahu, Watch: https://t.co/ZWPVIvKiTf. @foxnews #fox #foxnews #IsraelUAE #IsraelUAEPeace #israel #UAEIsrael #UAE #Iran #GULF #MiddleEast #MiddleEast #Palestinians @realDonaldTrump",1,POSITIVE,0.9979711
1661,@nypd @fdny @PAPD911 #nurses #doctors #Medical #Health #Heroes #coronavirus #Covid_19 #COVID19 #hospitals #medicalcenters https://t.co/GCrcKpkxYN,1,POSITIVE,0.9959909
1662,You're welcome https://t.co/hPEal1E5dM,1,POSITIVE,0.9953416
1663,Thank you loyal @Foxnews viewers for trusting us on major news days...and all the others! #foxnews #fox #media #journalism #ratings #news #cable https://t.co/AtnI3Bj1dU,1,POSITIVE,0.99863964
1664,@voteathome @VotingNews @VotingNews @ProtectVotes @votinggeek @jennycohn1 @electionline @BrennanCenter @BrookingsInst @letamericavote @866OURVOTE @rickhansen @ncsl #ElectionIntegrity https://t.co/fCRo5s35yk,1,POSITIVE,0.99746156
1665,"Fixing the Mail-in ballot mess, watch:  https://t.co/uvoMAHIhNP. @foxnews #foxnews #foxnewssunday #MailInVoting #MailInBallots #PostalService #Election2020 @DNC @GOP @EACgov 
#politics #VotingRights #absenteeballots #AbsenteeVoting #coronavirus #COVID #COVID19 #COVIDー19 #NYC",0,NEGATIVE,0.9007594
1666,"College football faces a sack from coronavirus, watch:  https://t.co/wlu8NFZgsg. @FoxNews #foxnews @washingtonpost @ChuckCulpepper1 #sports #football #CollegeFootball  #bigten @NCAA @BigSkyConf @bigten @mountainwest @Big12Conference @MACSports #MACtion #washingtonpost",0,NEGATIVE,0.9975184
1667,Thanks Zac! We are working on #4. Catch 3 episodes of RIDDLE: THE SEARCH FOR JAMES R. HOFFA on Fox Nation this weekend. @foxnation @foxnews #fox #foxnation #foxnews #StreamingNow @TheIrishmanFilm @realDonaldTrump #DonaldTrump #teamsters @Teamsters   #releasethejimmyhoffafiles https://t.co/EYmAhvfSIq,1,POSITIVE,0.99832237
1668,Men fare worse from Coronavirus than women. Why? Watch Dr. Ash Tewari: https://t.co/n8Ql1OlKGo. @foxnews #foxnews #fox @MountSinaiNYC @IcahnMountSinai #coronavirus #COVID19 #Covid_19 #prostate #Cancer #CoronaVirusUpdates   #Health @CDCgov @NIH @COVID19Tracking @JohnsHopkinsSPH,0,NEGATIVE,0.99074066
1669,"A new clue in the Jimmy Hoffa investigation 45 years after he vanished, watch: https://t.co/mm7WoSwRxf. Catch the 3 episodes of ""Riddle, The Search for James R. Hoffa"" on our streaming service, Fox Nation! @FoxNews #foxnews #fox #foxnation #streaming #StayAtHome #QuarantineLife",1,POSITIVE,0.9978527
1670,The Jimmy Hoffa FBI files should  be made public: Watch: https://t.co/n2ZdjYyTdz. @FoxNews @foxnation @foxandfriends @PeteHegseth @realDonaldTrump @TheJusticeDept @FBI #foxnews #foxnation #fox #hoffa #jimmyhoffa @TheIrishmanFilm @netflix @WhiteHouse,0,NEGATIVE,0.9332816
1671,"I’ll be on @foxandfriends at 7:50 am ET calling for the release of the Hoffa FBI Files. The Hoffa family supports this, to finally get the truth! @foxnews @foxnation #foxnews #foxnation #fox @realDonaldTrump #fbi #doj @fbi @TheJusticeDept #WilliamBarr #Barr @foxbusinesss https://t.co/wFVcx7G0Vv",1,POSITIVE,0.9962031
1672,"Thanks Peggy! Yes, there will  be more.
I’ll be on @foxandfriends in the morning and all 3 episodes will be featured  this weekend on Fox Nation. @DanMoldea is back with me Saturday at 5 pm ET too. Glad you gave RIDDLE the thumbs up! @FoxNews #FoxAndFriends #foxnews #FoxBusiness https://t.co/7Oo9tWznSz",1,POSITIVE,0.99859154
1673,Thanks Manuel! @washingtonpost #WashingtonPost https://t.co/TIeSxhdh4b,1,POSITIVE,0.998055
1674,"Hey Dan, Jimmy Hoffa vanished 45 years ago today. Try my series “Riddle, The Search For James R. Hoffa,” on Fox Nation. 3 episodes are now streaming. If you saw @TheIrishmanFilm on @netflix, ours is the real deal! @foxnation @FoxNews #fox #FoxNews #TheIrishman https://t.co/PkZp2flF4a",1,POSITIVE,0.99769545
1675,"@ddiamond Hey Dan, Jimmy Hoffa vanished 45 years ago today. Stream my series “Riddle: The Search For James R. Hoffa” on Fox Nation. @foxnation. 3 episodes and counting! If you saw #TheIrishman @netflix, you will want to watch the real deal. @TheIrishmanFilm. #streaming -Regards, Eric",1,POSITIVE,0.99807614
1676,Challenging China. Watch: https://t.co/GbB3xOQIYb. @foxnews #fox #foxnews @SecPompeo @StateDept @nixonfoundation @NixonLibrary @realDonaldTrump @WhiteHouse #DonaldTrump #Trump #Trump2020 @CFR_org #Nixon @CSIS @FPA_ORG @Heritage @BrookingsInst @HudsonInstitute @FPRI @freedomhouse,1,POSITIVE,0.97596216
1677,Please read this: https://t.co/31JNXGSY56,1,POSITIVE,0.9981148
1678,"@NYCTV_com Wow! Try CallIng WPIX News For the clip. I wish everything was available on the cloud, or something.",1,POSITIVE,0.99139583
1679,https://t.co/GvMDUlvJyL @FoxNews #fox #foxnews @StateDept @WhiteHouse @realDonaldTrump @RudyGiuliani #IranProtests #IranProtests2020 #DonaldTrump #Trump #Protests,0,NEGATIVE,0.9962999
1680,"PFAW President @BenJealous in conversation with Fox News’ @EricShawnTV, on continuing the legacy of #JohnLewis.

https://t.co/8kmpvQ3ZVX",1,POSITIVE,0.9975736
1681,"Remembering John Lewis, with @BenJealous: https://t.co/6hH2nSvI6M. @foxnews #fox #foxnews @PFAW @NAACP @NAACP_LDF @repjohnlewis @JohnLewisDoc #JohnLewisRIP #JohnLewisIsGoodTrouble #JohnLewisVotingRightsAct #CivilRights #MartinLutherKing #BloodySunday #Selma #MarchOnWashington",0,NEGATIVE,0.66841817
1682,And next at 4 pm to 6 pm ET! @foxnews #fox #FoxNews https://t.co/8yuh2Slt7O,1,POSITIVE,0.9925054
1683,Thanks Steven! Glad you like the series. We’re working behind the scenes on episode #4. @foxnation @FoxNews #fox #FoxNews #Foxnation #crime #Quarantine #QuarantineLife #StayAtHome #streaming https://t.co/zyOQxPjFiu,1,POSITIVE,0.9984997
